ig,3,36,1,40,0.093023256,0.860465116,0.046511628,0.953488372
jihadis,3,3,34,40,0.093023256,0.093023256,0.813953488,0.186046512
mama,0,36,4,40,0.023255814,0.860465116,0.11627907,0.88372093
redskins,2,13,25,40,0.069767442,0.325581395,0.604651163,0.395348837
thinks,3,30,7,40,0.093023256,0.720930233,0.186046512,0.813953489
tom,6,15,19,40,0.162790698,0.372093023,0.465116279,0.534883721
waiting,1,29,10,40,0.046511628,0.697674419,0.255813953,0.744186047
aye,1,35,3,39,0.047619048,0.857142857,0.095238095,0.904761905
crist,0,3,36,39,0.023809524,0.095238095,0.880952381,0.119047619
followers,2,34,3,39,0.071428571,0.833333333,0.095238095,0.904761904
goin,1,37,1,39,0.047619048,0.904761905,0.047619048,0.952380953
id,3,27,9,39,0.095238095,0.666666667,0.238095238,0.761904762
kick,2,29,8,39,0.071428571,0.714285714,0.214285714,0.785714285
lmaooo,2,32,5,39,0.071428571,0.785714286,0.142857143,0.857142857
mf,1,38,0,39,0.047619048,0.928571429,0.023809524,0.976190477
ol,4,32,3,39,0.119047619,0.785714286,0.095238095,0.904761905
shirt,1,28,10,39,0.047619048,0.69047619,0.261904762,0.738095238
whore,8,31,0,39,0.214285714,0.761904762,0.023809524,0.976190476
you've,2,28,9,39,0.071428571,0.69047619,0.238095238,0.761904761
attitude,2,35,1,38,0.073170732,0.87804878,0.048780488,0.951219512
biggest,6,30,2,38,0.170731707,0.756097561,0.073170732,0.926829268
chicks,2,31,5,38,0.073170732,0.780487805,0.146341463,0.853658537
fucc,5,32,1,38,0.146341463,0.804878049,0.048780488,0.951219512
media,2,21,15,38,0.073170732,0.536585366,0.390243902,0.609756098
proud,5,21,12,38,0.146341463,0.536585366,0.317073171,0.682926829
sounds,2,24,12,38,0.073170732,0.609756098,0.317073171,0.68292683
texting,1,36,1,38,0.048780488,0.902439024,0.048780488,0.951219512
worth,1,32,5,38,0.048780488,0.804878049,0.146341463,0.853658537
american,6,13,18,37,0.175,0.35,0.475,0.525
easy,0,29,8,37,0.025,0.75,0.225,0.775
fam,1,34,2,37,0.05,0.875,0.075,0.925
friday,2,27,8,37,0.075,0.7,0.225,0.775
halloween,1,28,8,37,0.05,0.725,0.225,0.775
jesus,4,27,6,37,0.125,0.7,0.175,0.825
karma,0,35,2,37,0.025,0.9,0.075,0.925
lets,1,31,5,37,0.05,0.8,0.15,0.85
loves,3,22,12,37,0.1,0.575,0.325,0.675
lucky,0,31,6,37,0.025,0.8,0.175,0.825
niggahs,1,36,0,37,0.05,0.925,0.025,0.975
retards,13,22,2,37,0.35,0.575,0.075,0.925
rick,0,19,18,37,0.025,0.5,0.475,0.525
sayin,4,31,2,37,0.125,0.8,0.075,0.925
seeing,4,23,10,37,0.125,0.6,0.275,0.725
taken,1,32,4,37,0.05,0.825,0.125,0.875
tha,2,30,5,37,0.075,0.775,0.15,0.85
tweeting,1,33,3,37,0.05,0.85,0.1,0.9
worst,3,20,14,37,0.1,0.525,0.375,0.625
youre,7,29,1,37,0.2,0.75,0.05,0.95
asking,0,29,7,36,0.025641026,0.769230769,0.205128205,0.794871795
baddest,1,34,1,36,0.051282051,0.897435897,0.051282051,0.948717948
become,1,28,7,36,0.051282051,0.743589744,0.205128205,0.794871795
beer,3,24,9,36,0.102564103,0.641025641,0.256410256,0.743589744
boss,4,30,2,36,0.128205128,0.794871795,0.076923077,0.923076923
calls,1,26,9,36,0.051282051,0.692307692,0.256410256,0.743589743
doe,1,31,4,36,0.051282051,0.820512821,0.128205128,0.871794872
folk,9,14,13,36,0.256410256,0.384615385,0.358974359,0.641025641
jail,2,29,5,36,0.076923077,0.769230769,0.153846154,0.846153846
jeter,0,2,34,36,0.025641026,0.076923077,0.897435897,0.102564103
playin,2,33,1,36,0.076923077,0.871794872,0.051282051,0.948717949
problems,4,30,2,36,0.128205128,0.794871795,0.076923077,0.923076923
scared,2,31,3,36,0.076923077,0.820512821,0.102564103,0.897435898
seriously,3,25,8,36,0.102564103,0.666666667,0.230769231,0.76923077
stuck,3,26,7,36,0.102564103,0.692307692,0.205128205,0.794871795
sucking,2,34,0,36,0.076923077,0.897435897,0.025641026,0.974358974
yours,1,33,2,36,0.051282051,0.871794872,0.076923077,0.923076923
anyway,4,24,7,35,0.131578947,0.657894737,0.210526316,0.789473684
daddy,2,31,2,35,0.078947368,0.842105263,0.078947368,0.921052631
e,1,30,4,35,0.052631579,0.815789474,0.131578947,0.868421053
fuzzy,0,4,31,35,0.026315789,0.131578947,0.842105263,0.157894736
h,3,21,11,35,0.105263158,0.578947368,0.315789474,0.684210526
haven't,1,22,12,35,0.052631579,0.605263158,0.342105263,0.657894737
joe,2,18,15,35,0.078947368,0.5,0.421052632,0.578947368
lick,1,29,5,35,0.052631579,0.789473684,0.157894737,0.842105263
park,4,8,23,35,0.131578947,0.236842105,0.631578947,0.368421052
themselves,6,24,5,35,0.184210526,0.657894737,0.157894737,0.842105263
avi,2,28,4,34,0.081081081,0.783783784,0.135135135,0.864864865
balls,4,24,6,34,0.135135135,0.675675676,0.189189189,0.810810811
blunt,1,32,1,34,0.054054054,0.891891892,0.054054054,0.945945946
cheese,2,20,12,34,0.081081081,0.567567568,0.351351351,0.648648649
drake,1,29,4,34,0.054054054,0.810810811,0.135135135,0.864864865
forgot,4,26,4,34,0.135135135,0.72972973,0.135135135,0.864864865
hi,0,21,13,34,0.027027027,0.594594595,0.378378378,0.621621622
hillbilly,4,9,21,34,0.135135135,0.27027027,0.594594595,0.405405405
j,3,23,8,34,0.108108108,0.648648649,0.243243243,0.756756757
played,2,26,6,34,0.081081081,0.72972973,0.189189189,0.810810811
sheen,1,7,26,34,0.054054054,0.216216216,0.72972973,0.27027027
shoes,2,22,10,34,0.081081081,0.621621622,0.297297297,0.702702703
smack,2,32,0,34,0.081081081,0.891891892,0.027027027,0.972972973
soul,0,29,5,34,0.027027027,0.810810811,0.162162162,0.837837838
super,1,24,9,34,0.054054054,0.675675676,0.27027027,0.72972973
swag,2,30,2,34,0.081081081,0.837837838,0.081081081,0.918918919
chris,2,26,5,33,0.083333333,0.75,0.166666667,0.833333333
den,2,28,3,33,0.083333333,0.805555556,0.111111111,0.888888889
died,4,23,6,33,0.138888889,0.666666667,0.194444444,0.805555556
dope,0,30,3,33,0.027777778,0.861111111,0.111111111,0.888888889
forever,0,27,6,33,0.027777778,0.777777778,0.194444444,0.805555556
fucks,1,32,0,33,0.055555556,0.916666667,0.027777778,0.972222223
grade,0,29,4,33,0.027777778,0.833333333,0.138888889,0.861111111
kiss,0,31,2,33,0.027777778,0.888888889,0.083333333,0.916666667
laughing,3,24,6,33,0.111111111,0.694444444,0.194444444,0.805555555
living,2,24,7,33,0.083333333,0.694444444,0.222222222,0.777777777
naked,3,30,0,33,0.111111111,0.861111111,0.027777778,0.972222222
scary,2,27,4,33,0.083333333,0.777777778,0.138888889,0.861111111
trippin,0,33,0,33,0.027777778,0.944444444,0.027777778,0.972222222
turned,0,27,6,33,0.027777778,0.777777778,0.194444444,0.805555556
tv,3,22,8,33,0.111111111,0.638888889,0.25,0.75
we're,3,18,12,33,0.111111111,0.527777778,0.361111111,0.638888889
actin,2,29,1,32,0.085714286,0.857142857,0.057142857,0.942857143
boring,2,26,4,32,0.085714286,0.771428571,0.142857143,0.857142857
cheating,1,26,5,32,0.057142857,0.771428571,0.171428571,0.828571428
finally,1,20,11,32,0.057142857,0.6,0.342857143,0.657142857
hang,5,24,3,32,0.171428571,0.714285714,0.114285714,0.885714285
mess,1,26,5,32,0.057142857,0.771428571,0.171428571,0.828571428
months,1,26,5,32,0.057142857,0.771428571,0.171428571,0.828571428
photo,0,19,13,32,0.028571429,0.571428571,0.4,0.6
takes,1,21,10,32,0.057142857,0.628571429,0.314285714,0.685714286
vs,1,13,18,32,0.057142857,0.4,0.542857143,0.457142857
wack,2,29,1,32,0.085714286,0.857142857,0.057142857,0.942857143
wat,1,26,5,32,0.057142857,0.771428571,0.171428571,0.828571428
chug,0,5,26,31,0.029411765,0.176470588,0.794117647,0.205882353
deserve,4,22,5,31,0.147058824,0.676470588,0.176470588,0.823529412
facebook,0,26,5,31,0.029411765,0.794117647,0.176470588,0.823529412
feeling,1,19,11,31,0.058823529,0.588235294,0.352941176,0.647058823
handle,1,26,4,31,0.058823529,0.794117647,0.147058824,0.852941176
homie,2,25,4,31,0.088235294,0.764705882,0.147058824,0.852941176
hop,3,26,2,31,0.117647059,0.794117647,0.088235294,0.911764706
lips,1,29,1,31,0.058823529,0.882352941,0.058823529,0.94117647
looked,0,27,4,31,0.029411765,0.823529412,0.147058824,0.852941177
m,2,17,12,31,0.088235294,0.529411765,0.382352941,0.617647059
nope,1,25,5,31,0.058823529,0.764705882,0.176470588,0.823529411
rt,2,27,2,31,0.088235294,0.823529412,0.088235294,0.911764706
shy,0,9,22,31,0.029411765,0.294117647,0.676470588,0.323529412
ugh,1,26,4,31,0.058823529,0.794117647,0.147058824,0.852941176
uh,0,27,4,31,0.029411765,0.823529412,0.147058824,0.852941177
whitey,15,5,11,31,0.470588235,0.176470588,0.352941176,0.647058823
x,3,21,7,31,0.117647059,0.647058824,0.235294118,0.764705883
basically,2,22,6,30,0.090909091,0.696969697,0.212121212,0.787878788
chocolate,1,16,13,30,0.060606061,0.515151515,0.424242424,0.575757576
drugs,0,25,5,30,0.03030303,0.787878788,0.181818182,0.818181818
excuse,1,25,4,30,0.060606061,0.787878788,0.151515152,0.848484849
fo,4,20,6,30,0.151515152,0.636363636,0.212121212,0.787878788
honestly,0,25,5,30,0.03030303,0.787878788,0.181818182,0.818181818
idgaf,0,29,1,30,0.03030303,0.909090909,0.060606061,0.939393939
joke,3,24,3,30,0.121212121,0.757575758,0.121212121,0.878787879
kim,1,26,3,30,0.060606061,0.818181818,0.121212121,0.878787879
mr,3,19,8,30,0.121212121,0.606060606,0.272727273,0.727272727
nips,1,17,12,30,0.060606061,0.545454545,0.393939394,0.606060606
punk,6,24,0,30,0.212121212,0.757575758,0.03030303,0.96969697
sucks,2,25,3,30,0.090909091,0.787878788,0.121212121,0.878787879
tight,1,29,0,30,0.060606061,0.909090909,0.03030303,0.96969697
weeks,1,18,11,30,0.060606061,0.575757576,0.363636364,0.636363637
won,3,11,16,30,0.121212121,0.363636364,0.515151515,0.484848485
butt,3,25,1,29,0.125,0.8125,0.0625,0.9375
cares,3,25,1,29,0.125,0.8125,0.0625,0.9375
cock,3,26,0,29,0.125,0.84375,0.03125,0.96875
cops,5,20,4,29,0.1875,0.65625,0.15625,0.84375
crib,2,26,1,29,0.09375,0.84375,0.0625,0.9375
didnt,1,24,4,29,0.0625,0.78125,0.15625,0.84375
doin,3,23,3,29,0.125,0.75,0.125,0.875
fa,0,29,0,29,0.03125,0.9375,0.03125,0.96875
future,3,20,6,29,0.125,0.65625,0.21875,0.78125
mane,0,27,2,29,0.03125,0.875,0.09375,0.90625
news,4,15,10,29,0.15625,0.5,0.34375,0.65625
porn,1,23,5,29,0.0625,0.75,0.1875,0.8125
president,2,11,16,29,0.09375,0.375,0.53125,0.46875
smoking,1,22,6,29,0.0625,0.71875,0.21875,0.78125
steal,2,23,4,29,0.09375,0.75,0.15625,0.84375
texas,2,18,9,29,0.09375,0.59375,0.3125,0.6875
throat,6,16,7,29,0.21875,0.53125,0.25,0.75
al,3,5,20,28,0.129032258,0.193548387,0.677419355,0.322580645
angry,1,13,14,28,0.064516129,0.451612903,0.483870968,0.516129032
argue,0,28,0,28,0.032258065,0.935483871,0.032258065,0.967741936
blame,5,18,5,28,0.193548387,0.612903226,0.193548387,0.806451613
childish,1,26,1,28,0.064516129,0.870967742,0.064516129,0.935483871
cus,1,24,3,28,0.064516129,0.806451613,0.129032258,0.870967742
dare,1,19,8,28,0.064516129,0.64516129,0.290322581,0.709677419
extra,0,25,3,28,0.032258065,0.838709677,0.129032258,0.870967742
fool,0,22,6,28,0.032258065,0.741935484,0.225806452,0.774193549
hairy,2,23,3,28,0.096774194,0.774193548,0.129032258,0.870967742
legs,2,21,5,28,0.096774194,0.709677419,0.193548387,0.806451613
lmaoooo,1,24,3,28,0.064516129,0.806451613,0.129032258,0.870967742
lonely,0,26,2,28,0.032258065,0.870967742,0.096774194,0.903225807
massage,0,1,27,28,0.032258065,0.064516129,0.903225806,0.096774194
mexican,5,18,5,28,0.193548387,0.612903226,0.193548387,0.806451613
parents,2,19,7,28,0.096774194,0.64516129,0.258064516,0.741935484
slit,3,10,15,28,0.129032258,0.35483871,0.516129032,0.483870968
songs,0,17,11,28,0.032258065,0.580645161,0.387096774,0.612903226
supposed,3,19,6,28,0.129032258,0.64516129,0.225806452,0.774193548
teabaggers,3,8,17,28,0.129032258,0.290322581,0.580645161,0.419354839
teacher,0,20,8,28,0.032258065,0.677419355,0.290322581,0.70967742
threw,0,25,3,28,0.032258065,0.838709677,0.129032258,0.870967742
throwing,0,22,6,28,0.032258065,0.741935484,0.225806452,0.774193549
trap,3,23,2,28,0.129032258,0.774193548,0.096774194,0.903225806
woke,2,23,3,28,0.096774194,0.774193548,0.129032258,0.870967742
yesterday,1,21,6,28,0.064516129,0.709677419,0.225806452,0.774193548
apes,0,0,27,27,0.033333333,0.033333333,0.933333333,0.066666666
bitter,3,19,5,27,0.133333333,0.666666667,0.2,0.8
blah,0,20,7,27,0.033333333,0.7,0.266666667,0.733333333
bomb,0,22,5,27,0.033333333,0.766666667,0.2,0.8
complain,1,24,2,27,0.066666667,0.833333333,0.1,0.9
confused,3,21,3,27,0.133333333,0.733333333,0.133333333,0.866666666
coons,11,12,4,27,0.4,0.433333333,0.166666667,0.833333333
cuh,0,26,1,27,0.033333333,0.9,0.066666667,0.933333333
definitely,1,18,8,27,0.066666667,0.633333333,0.3,0.7
ebola,3,17,7,27,0.133333333,0.6,0.266666667,0.733333333
flip,2,18,7,27,0.1,0.633333333,0.266666667,0.733333333
gym,0,24,3,27,0.033333333,0.833333333,0.133333333,0.866666666
idc,1,22,4,27,0.066666667,0.766666667,0.166666667,0.833333334
iphone,1,20,6,27,0.066666667,0.7,0.233333333,0.766666667
l,1,19,7,27,0.066666667,0.666666667,0.266666667,0.733333334
lebron,5,16,6,27,0.2,0.566666667,0.233333333,0.766666667
lives,1,22,4,27,0.066666667,0.766666667,0.166666667,0.833333334
mo,2,21,4,27,0.1,0.733333333,0.166666667,0.833333333
paid,2,19,6,27,0.1,0.666666667,0.233333333,0.766666667
pink,2,14,11,27,0.1,0.5,0.4,0.6
shitty,2,25,0,27,0.1,0.866666667,0.033333333,0.966666667
shouldn't,0,20,7,27,0.033333333,0.7,0.266666667,0.733333333
teabagger,8,11,8,27,0.3,0.4,0.3,0.7
til,0,24,3,27,0.033333333,0.833333333,0.133333333,0.866666666
welcome,2,15,10,27,0.1,0.533333333,0.366666667,0.633333333
worry,5,22,0,27,0.2,0.766666667,0.033333333,0.966666667
ape,3,14,9,26,0.137931034,0.517241379,0.344827586,0.655172413
apparently,0,20,6,26,0.034482759,0.724137931,0.24137931,0.75862069
asshole,3,23,0,26,0.137931034,0.827586207,0.034482759,0.965517241
bf,1,24,1,26,0.068965517,0.862068966,0.068965517,0.931034483
bigger,2,24,0,26,0.103448276,0.862068966,0.034482759,0.965517242
clam,0,6,20,26,0.034482759,0.24137931,0.724137931,0.275862069
derek,0,0,26,26,0.034482759,0.034482759,0.931034483,0.068965518
dm,2,21,3,26,0.103448276,0.75862069,0.137931034,0.862068966
dropped,2,20,4,26,0.103448276,0.724137931,0.172413793,0.827586207
enjoy,2,14,10,26,0.103448276,0.517241379,0.379310345,0.620689655
football,3,18,5,26,0.137931034,0.655172414,0.206896552,0.793103448
grown,0,26,0,26,0.034482759,0.931034483,0.034482759,0.965517242
holy,2,22,2,26,0.103448276,0.793103448,0.103448276,0.896551724
inside,0,15,11,26,0.034482759,0.551724138,0.413793103,0.586206897
internet,4,19,3,26,0.172413793,0.689655172,0.137931034,0.862068965
john,1,15,10,26,0.068965517,0.551724138,0.379310345,0.620689655
mans,0,17,9,26,0.034482759,0.620689655,0.344827586,0.655172414
nigs,1,25,0,26,0.068965517,0.896551724,0.034482759,0.965517241
random,0,20,6,26,0.034482759,0.724137931,0.24137931,0.75862069
rednecks,5,18,3,26,0.206896552,0.655172414,0.137931034,0.862068966
selling,0,21,5,26,0.034482759,0.75862069,0.206896552,0.793103449
thug,3,21,2,26,0.137931034,0.75862069,0.103448276,0.896551724
worse,4,11,11,26,0.172413793,0.413793103,0.413793103,0.586206896
across,2,16,7,25,0.107142857,0.607142857,0.285714286,0.714285714
anyways,3,21,1,25,0.142857143,0.785714286,0.071428571,0.928571429
babe,0,17,8,25,0.035714286,0.642857143,0.321428571,0.678571429
beef,0,24,1,25,0.035714286,0.892857143,0.071428571,0.928571429
blocked,3,20,2,25,0.142857143,0.75,0.107142857,0.892857143
bros,1,21,3,25,0.071428571,0.785714286,0.142857143,0.857142857
chase,2,21,2,25,0.107142857,0.785714286,0.107142857,0.892857143
clearly,4,19,2,25,0.178571429,0.714285714,0.107142857,0.892857143
dinner,0,19,6,25,0.035714286,0.714285714,0.25,0.75
fw,0,25,0,25,0.035714286,0.928571429,0.035714286,0.964285715
gucci,0,25,0,25,0.035714286,0.928571429,0.035714286,0.964285715
happens,5,17,3,25,0.214285714,0.642857143,0.142857143,0.857142857
herself,2,19,4,25,0.107142857,0.714285714,0.178571429,0.821428571
jealous,0,24,1,25,0.035714286,0.892857143,0.071428571,0.928571429
knowing,1,23,1,25,0.071428571,0.857142857,0.071428571,0.928571428
minutes,2,15,8,25,0.107142857,0.571428571,0.321428571,0.678571428
player,0,20,5,25,0.035714286,0.75,0.214285714,0.785714286
soles,0,5,20,25,0.035714286,0.214285714,0.75,0.25
sox,1,3,21,25,0.071428571,0.142857143,0.785714286,0.214285714
sports,2,9,14,25,0.107142857,0.357142857,0.535714286,0.464285714
stank,2,23,0,25,0.107142857,0.857142857,0.035714286,0.964285714
stuff,1,12,12,25,0.071428571,0.464285714,0.464285714,0.535714285
suppose,0,23,2,25,0.035714286,0.857142857,0.107142857,0.892857143
thang,2,20,3,25,0.107142857,0.75,0.142857143,0.857142857
tits,2,22,1,25,0.107142857,0.821428571,0.071428571,0.928571428
titties,0,25,0,25,0.035714286,0.928571429,0.035714286,0.964285715
wassup,4,21,0,25,0.178571429,0.785714286,0.035714286,0.964285715
wifey,1,24,0,25,0.071428571,0.892857143,0.035714286,0.964285714
wont,1,24,0,25,0.071428571,0.892857143,0.035714286,0.964285714
account,4,16,4,24,0.185185185,0.62962963,0.185185185,0.814814815
aka,2,15,7,24,0.111111111,0.592592593,0.296296296,0.703703704
alex,0,18,6,24,0.037037037,0.703703704,0.259259259,0.740740741
baker,0,2,22,24,0.037037037,0.111111111,0.851851852,0.148148148
bill,3,13,8,24,0.148148148,0.518518519,0.333333333,0.666666667
college,1,19,4,24,0.074074074,0.740740741,0.185185185,0.814814815
dese,1,23,0,24,0.074074074,0.888888889,0.037037037,0.962962963
dnt,1,23,0,24,0.074074074,0.888888889,0.037037037,0.962962963
driving,2,18,4,24,0.111111111,0.703703704,0.185185185,0.814814815
dykes,3,21,0,24,0.148148148,0.814814815,0.037037037,0.962962963
exactly,4,19,1,24,0.185185185,0.740740741,0.074074074,0.925925926
fairy,1,4,19,24,0.074074074,0.185185185,0.740740741,0.259259259
fuk,1,23,0,24,0.074074074,0.888888889,0.037037037,0.962962963
hits,1,17,6,24,0.074074074,0.666666667,0.259259259,0.740740741
hitting,0,21,3,24,0.037037037,0.814814815,0.148148148,0.851851852
hours,1,17,6,24,0.074074074,0.666666667,0.259259259,0.740740741
ignorant,7,15,2,24,0.296296296,0.592592593,0.111111111,0.888888889
jig,0,3,21,24,0.037037037,0.148148148,0.814814815,0.185185185
lunch,1,16,7,24,0.074074074,0.62962963,0.296296296,0.703703704
married,2,20,2,24,0.111111111,0.777777778,0.111111111,0.888888889
monday,0,21,3,24,0.037037037,0.814814815,0.148148148,0.851851852
neva,0,24,0,24,0.037037037,0.925925926,0.037037037,0.962962963
nip,0,5,19,24,0.037037037,0.222222222,0.740740741,0.259259259
police,5,10,9,24,0.222222222,0.407407407,0.37037037,0.629629629
punch,1,23,0,24,0.074074074,0.888888889,0.037037037,0.962962963
retweet,1,22,1,24,0.074074074,0.851851852,0.074074074,0.925925926
rice,2,11,11,24,0.111111111,0.444444444,0.444444444,0.555555555
scott,0,5,19,24,0.037037037,0.222222222,0.740740741,0.259259259
smart,0,20,4,24,0.037037037,0.777777778,0.185185185,0.814814815
somethin,2,22,0,24,0.111111111,0.851851852,0.037037037,0.962962963
stadium,2,0,22,24,0.111111111,0.037037037,0.851851852,0.148148148
tbh,2,19,3,24,0.111111111,0.740740741,0.148148148,0.851851852
tongue,1,20,3,24,0.074074074,0.777777778,0.148148148,0.851851852
trynna,0,23,1,24,0.037037037,0.888888889,0.074074074,0.925925926
vote,2,8,14,24,0.111111111,0.333333333,0.555555556,0.444444444
boo,1,19,3,23,0.076923077,0.769230769,0.153846154,0.846153846
cars,0,18,5,23,0.038461538,0.730769231,0.230769231,0.769230769
cats,1,14,8,23,0.076923077,0.576923077,0.346153846,0.653846154
cookies,1,11,11,23,0.076923077,0.461538462,0.461538462,0.538461539
cop,3,18,2,23,0.153846154,0.730769231,0.115384615,0.884615385
cripple,1,8,14,23,0.076923077,0.346153846,0.576923077,0.423076923
dats,0,23,0,23,0.038461538,0.923076923,0.038461538,0.961538461
de,1,13,9,23,0.076923077,0.538461538,0.384615385,0.615384615
drinking,0,19,4,23,0.038461538,0.769230769,0.192307692,0.807692307
dying,0,14,9,23,0.038461538,0.576923077,0.384615385,0.615384615
folks,3,14,6,23,0.153846154,0.576923077,0.269230769,0.730769231
garbage,2,15,6,23,0.115384615,0.615384615,0.269230769,0.73076923
hide,1,19,3,23,0.076923077,0.769230769,0.153846154,0.846153846
isis,0,5,18,23,0.038461538,0.230769231,0.730769231,0.269230769
jk,2,17,4,23,0.115384615,0.692307692,0.192307692,0.807692307
kanye,1,19,3,23,0.076923077,0.769230769,0.153846154,0.846153846
mins,2,15,6,23,0.115384615,0.615384615,0.269230769,0.73076923
names,1,18,4,23,0.076923077,0.730769231,0.192307692,0.807692308
nuts,1,22,0,23,0.076923077,0.884615385,0.038461538,0.961538462
offended,0,22,1,23,0.038461538,0.884615385,0.076923077,0.923076923
regular,3,15,5,23,0.153846154,0.615384615,0.230769231,0.769230769
saturday,0,14,9,23,0.038461538,0.576923077,0.384615385,0.615384615
slide,0,21,2,23,0.038461538,0.846153846,0.115384615,0.884615384
starting,4,14,5,23,0.192307692,0.576923077,0.230769231,0.769230769
unfollow,3,20,0,23,0.153846154,0.807692308,0.038461538,0.961538462
whipped,1,14,8,23,0.076923077,0.576923077,0.346153846,0.653846154
abo,0,6,16,22,0.04,0.28,0.68,0.32
alright,4,16,2,22,0.2,0.68,0.12,0.88
anti,5,8,9,22,0.24,0.36,0.4,0.6
bus,1,20,1,22,0.08,0.84,0.08,0.92
cash,3,16,3,22,0.16,0.68,0.16,0.84
crow,1,1,20,22,0.08,0.08,0.84,0.16
dam,1,18,3,22,0.08,0.76,0.16,0.84
dogs,0,16,6,22,0.04,0.68,0.28,0.72
entire,3,10,9,22,0.16,0.44,0.4,0.6
everywhere,3,14,5,22,0.16,0.6,0.24,0.76
foh,0,22,0,22,0.04,0.92,0.04,0.96
grandma,1,14,7,22,0.08,0.6,0.32,0.68
hahahaha,2,20,0,22,0.12,0.84,0.04,0.96
hes,5,14,3,22,0.24,0.6,0.16,0.84
james,2,13,7,22,0.12,0.56,0.32,0.68
jay,0,12,10,22,0.04,0.52,0.44,0.56
juice,0,16,6,22,0.04,0.68,0.28,0.72
losing,1,15,6,22,0.08,0.64,0.28,0.72
lowkey,1,20,1,22,0.08,0.84,0.08,0.92
mocks,0,1,21,22,0.04,0.08,0.88,0.12
moms,2,19,1,22,0.12,0.8,0.08,0.92
offensive,1,12,9,22,0.08,0.52,0.4,0.6
panties,0,22,0,22,0.04,0.92,0.04,0.96
peace,2,15,5,22,0.12,0.64,0.24,0.76
putting,0,17,5,22,0.04,0.72,0.24,0.76
quote,0,19,3,22,0.04,0.8,0.16,0.84
singing,0,18,4,22,0.04,0.76,0.2,0.8
sitting,2,13,7,22,0.12,0.56,0.32,0.68
tea,1,11,10,22,0.08,0.48,0.44,0.56
walked,1,18,3,22,0.08,0.76,0.16,0.84
yanks,0,2,20,22,0.04,0.12,0.84,0.16
yung,1,15,6,22,0.08,0.64,0.28,0.72
albino,1,6,14,21,0.083333333,0.291666667,0.625,0.375
attractive,0,21,0,21,0.041666667,0.916666667,0.041666667,0.958333334
babies,6,10,5,21,0.291666667,0.458333333,0.25,0.75
beaner,11,7,3,21,0.5,0.333333333,0.166666667,0.833333333
bust,0,19,2,21,0.041666667,0.833333333,0.125,0.875
cake,0,8,13,21,0.041666667,0.375,0.583333333,0.416666667
callin,4,14,3,21,0.208333333,0.625,0.166666667,0.833333333
cheated,0,19,2,21,0.041666667,0.833333333,0.125,0.875
choke,1,17,3,21,0.083333333,0.75,0.166666667,0.833333333
chunky,0,7,14,21,0.041666667,0.333333333,0.625,0.375
dollars,1,19,1,21,0.083333333,0.833333333,0.083333333,0.916666666
drug,1,16,4,21,0.083333333,0.708333333,0.208333333,0.791666666
etc,0,11,10,21,0.041666667,0.5,0.458333333,0.541666667
facts,1,18,2,21,0.083333333,0.791666667,0.125,0.875
faithful,0,21,0,21,0.041666667,0.916666667,0.041666667,0.958333334
fighting,0,18,3,21,0.041666667,0.791666667,0.166666667,0.833333334
florida,1,6,14,21,0.083333333,0.291666667,0.625,0.375
freak,1,20,0,21,0.083333333,0.875,0.041666667,0.958333333
fried,1,9,11,21,0.083333333,0.416666667,0.5,0.5
heads,4,11,6,21,0.208333333,0.5,0.291666667,0.708333333
himself,1,15,5,21,0.083333333,0.666666667,0.25,0.75
ignore,0,18,3,21,0.041666667,0.791666667,0.166666667,0.833333334
knock,2,16,3,21,0.125,0.708333333,0.166666667,0.833333333
known,1,10,10,21,0.083333333,0.458333333,0.458333333,0.541666666
letting,1,17,3,21,0.083333333,0.75,0.166666667,0.833333333
liberal,3,12,6,21,0.166666667,0.541666667,0.291666667,0.708333334
lies,0,20,1,21,0.041666667,0.875,0.083333333,0.916666667
longer,2,15,4,21,0.125,0.666666667,0.208333333,0.791666667
named,1,17,3,21,0.083333333,0.75,0.166666667,0.833333333
nfl,1,9,11,21,0.083333333,0.416666667,0.5,0.5
oomf,1,20,0,21,0.083333333,0.875,0.041666667,0.958333333
pants,1,13,7,21,0.083333333,0.583333333,0.333333333,0.666666666
piss,2,18,1,21,0.125,0.791666667,0.083333333,0.916666667
pissed,2,18,1,21,0.125,0.791666667,0.083333333,0.916666667
pizza,0,16,5,21,0.041666667,0.708333333,0.25,0.75
queen,1,17,3,21,0.083333333,0.75,0.166666667,0.833333333
rated,0,2,19,21,0.041666667,0.125,0.833333333,0.166666667
riding,2,16,3,21,0.125,0.708333333,0.166666667,0.833333333
rn,1,15,5,21,0.083333333,0.666666667,0.25,0.75
rude,2,16,3,21,0.125,0.708333333,0.166666667,0.833333333
shake,1,12,8,21,0.083333333,0.541666667,0.375,0.625
somewhere,0,19,2,21,0.041666667,0.833333333,0.125,0.875
thinkin,1,20,0,21,0.083333333,0.875,0.041666667,0.958333333
tip,0,17,4,21,0.041666667,0.75,0.208333333,0.791666667
worm,0,3,18,21,0.041666667,0.166666667,0.791666667,0.208333334
zebra,0,6,15,21,0.041666667,0.291666667,0.666666667,0.333333334
alive,1,15,4,20,0.086956522,0.695652174,0.217391304,0.782608696
anybody,1,14,5,20,0.086956522,0.652173913,0.260869565,0.739130435
baseball,0,4,16,20,0.043478261,0.217391304,0.739130435,0.260869565
